timestamp,test_suite,predicted_induced_state,three_sec_predicted_induced_state,predicted_induced_state_confidence,three_sec_predicted_induced_state_confidence,top_three_features
1626277022000000,Provisional-Test-025,medium,medium,[0.145 0.285 0.142 0.142 0.142 0.142],[0.145 0.285 0.142 0.142 0.142 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277023000000,Provisional-Test-025,medium,medium,[0.152 0.261 0.147 0.147 0.147 0.147],[0.152 0.261 0.147 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277024000000,Provisional-Test-025,medium,medium,[0.150 0.261 0.147 0.146 0.150 0.146],[0.150 0.261 0.147 0.146 0.150 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277025000000,Provisional-Test-025,medium,medium,[0.150 0.261 0.148 0.147 0.147 0.147],[0.150 0.261 0.148 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277026000000,Provisional-Test-025,medium,medium,[0.149 0.261 0.148 0.147 0.147 0.147],[0.149 0.261 0.148 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277027000000,Provisional-Test-025,medium,medium,[0.154 0.260 0.146 0.146 0.147 0.146],[0.154 0.260 0.146 0.146 0.147 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277028000000,Provisional-Test-025,medium,medium,[0.147 0.276 0.145 0.144 0.145 0.144],[0.147 0.276 0.145 0.144 0.145 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277029000000,Provisional-Test-025,medium,medium,[0.148 0.275 0.144 0.144 0.144 0.144],[0.148 0.275 0.144 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277030000000,Provisional-Test-025,medium,medium,[0.146 0.276 0.145 0.144 0.145 0.144],[0.146 0.276 0.145 0.144 0.145 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277031000000,Provisional-Test-025,medium,medium,[0.149 0.262 0.146 0.146 0.150 0.146],[0.149 0.262 0.146 0.146 0.150 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277032000000,Provisional-Test-025,medium,medium,[0.149 0.264 0.146 0.146 0.150 0.146],[0.149 0.264 0.146 0.146 0.150 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277033000000,Provisional-Test-025,medium,medium,[0.149 0.263 0.144 0.144 0.156 0.144],[0.149 0.263 0.144 0.144 0.156 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277034000000,Provisional-Test-025,medium,medium,[0.152 0.260 0.149 0.146 0.146 0.146],[0.152 0.260 0.149 0.146 0.146 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277035000000,Provisional-Test-025,medium,medium,[0.140 0.247 0.200 0.138 0.138 0.137],[0.140 0.247 0.200 0.138 0.138 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277036000000,Provisional-Test-025,medium,medium,[0.150 0.262 0.149 0.146 0.146 0.146],[0.150 0.262 0.149 0.146 0.146 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277037000000,Provisional-Test-025,medium,medium,[0.140 0.246 0.202 0.137 0.137 0.137],[0.140 0.246 0.202 0.137 0.137 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277038000000,Provisional-Test-025,medium,medium,[0.159 0.211 0.159 0.157 0.157 0.157],[0.159 0.211 0.159 0.157 0.157 0.157],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277039000000,Provisional-Test-025,high,high,[0.145 0.211 0.212 0.144 0.144 0.144],[0.145 0.211 0.212 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277040000000,Provisional-Test-025,medium,medium,[0.156 0.227 0.154 0.154 0.154 0.154],[0.156 0.227 0.154 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277041000000,Provisional-Test-025,medium,medium,[0.146 0.211 0.209 0.144 0.147 0.143],[0.146 0.211 0.209 0.144 0.147 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277042000000,Provisional-Test-025,medium,medium,[0.128 0.304 0.183 0.126 0.133 0.126],[0.128 0.304 0.183 0.126 0.133 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277043000000,Provisional-Test-025,medium,medium,[0.128 0.307 0.183 0.126 0.129 0.126],[0.128 0.307 0.183 0.126 0.129 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277044000000,Provisional-Test-025,medium,medium,[0.128 0.307 0.184 0.126 0.129 0.126],[0.128 0.307 0.184 0.126 0.129 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277045000000,Provisional-Test-025,medium,medium,[0.128 0.308 0.184 0.127 0.127 0.127],[0.128 0.308 0.184 0.127 0.127 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277046000000,Provisional-Test-025,medium,medium,[0.128 0.308 0.184 0.127 0.127 0.127],[0.128 0.308 0.184 0.127 0.127 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277047000000,Provisional-Test-025,medium,medium,[0.129 0.304 0.185 0.127 0.127 0.127],[0.129 0.304 0.185 0.127 0.127 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277048000000,Provisional-Test-025,medium,medium,[0.146 0.212 0.209 0.144 0.144 0.144],[0.146 0.212 0.209 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277049000000,Provisional-Test-025,medium,medium,[0.146 0.212 0.209 0.144 0.144 0.144],[0.146 0.212 0.209 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277050000000,Provisional-Test-025,medium,medium,[0.146 0.212 0.210 0.144 0.144 0.144],[0.146 0.212 0.210 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277051000000,Provisional-Test-025,medium,medium,[0.148 0.213 0.209 0.144 0.144 0.144],[0.148 0.213 0.209 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277052000000,Provisional-Test-025,medium,medium,[0.150 0.211 0.208 0.143 0.144 0.143],[0.150 0.211 0.208 0.143 0.144 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277053000000,Provisional-Test-025,medium,medium,[0.146 0.212 0.210 0.144 0.144 0.144],[0.146 0.212 0.210 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277054000000,Provisional-Test-025,medium,medium,[0.150 0.211 0.208 0.143 0.144 0.143],[0.150 0.211 0.208 0.143 0.144 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277055000000,Provisional-Test-025,medium,medium,[0.146 0.211 0.210 0.143 0.146 0.143],[0.146 0.211 0.210 0.143 0.146 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277322000000,Provisional-Test-025,high,high,[0.135 0.134 0.321 0.134 0.141 0.134],[0.135 0.134 0.321 0.134 0.141 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277323000000,Provisional-Test-025,high,high,[0.135 0.135 0.323 0.135 0.136 0.135],[0.135 0.135 0.323 0.135 0.136 0.135],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277324000000,Provisional-Test-025,high,high,[0.139 0.134 0.321 0.134 0.136 0.134],[0.139 0.134 0.321 0.134 0.136 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277325000000,Provisional-Test-025,high,high,[0.136 0.136 0.323 0.135 0.135 0.135],[0.136 0.136 0.323 0.135 0.135 0.135],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277326000000,Provisional-Test-025,high,high,[0.139 0.135 0.322 0.135 0.135 0.135],[0.139 0.135 0.322 0.135 0.135 0.135],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277327000000,Provisional-Test-025,high,high,[0.138 0.135 0.321 0.134 0.137 0.134],[0.138 0.135 0.321 0.134 0.137 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277328000000,Provisional-Test-025,high,high,[0.140 0.135 0.321 0.134 0.136 0.134],[0.140 0.135 0.321 0.134 0.136 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277329000000,Provisional-Test-025,high,high,[0.211 0.124 0.295 0.123 0.124 0.123],[0.211 0.124 0.295 0.123 0.124 0.123],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277330000000,Provisional-Test-025,high,high,[0.207 0.125 0.296 0.124 0.124 0.124],[0.207 0.125 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277331000000,Provisional-Test-025,high,high,[0.209 0.124 0.296 0.124 0.124 0.124],[0.209 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277332000000,Provisional-Test-025,high,high,[0.208 0.124 0.296 0.124 0.124 0.124],[0.208 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277333000000,Provisional-Test-025,high,high,[0.209 0.125 0.291 0.124 0.127 0.124],[0.209 0.125 0.291 0.124 0.127 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277334000000,Provisional-Test-025,high,high,[0.208 0.125 0.294 0.124 0.125 0.124],[0.208 0.125 0.294 0.124 0.125 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277335000000,Provisional-Test-025,high,high,[0.210 0.124 0.291 0.124 0.127 0.124],[0.210 0.124 0.291 0.124 0.127 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277336000000,Provisional-Test-025,high,high,[0.214 0.127 0.280 0.125 0.128 0.125],[0.214 0.127 0.280 0.125 0.128 0.125],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277337000000,Provisional-Test-025,high,high,[0.213 0.127 0.282 0.126 0.126 0.126],[0.213 0.127 0.282 0.126 0.126 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277338000000,Provisional-Test-025,high,high,[0.215 0.128 0.267 0.127 0.136 0.127],[0.215 0.128 0.267 0.127 0.136 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277339000000,Provisional-Test-025,high,high,[0.218 0.129 0.269 0.128 0.128 0.128],[0.218 0.129 0.269 0.128 0.128 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277340000000,Provisional-Test-025,high,high,[0.215 0.128 0.270 0.128 0.131 0.128],[0.215 0.128 0.270 0.128 0.131 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277341000000,Provisional-Test-025,high,high,[0.212 0.126 0.284 0.126 0.126 0.126],[0.212 0.126 0.284 0.126 0.126 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277342000000,Provisional-Test-025,high,high,[0.210 0.126 0.286 0.126 0.126 0.126],[0.210 0.126 0.286 0.126 0.126 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277343000000,Provisional-Test-025,high,high,[0.210 0.126 0.286 0.126 0.126 0.126],[0.210 0.126 0.286 0.126 0.126 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277344000000,Provisional-Test-025,high,high,[0.209 0.126 0.289 0.125 0.125 0.125],[0.209 0.126 0.289 0.125 0.125 0.125],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277345000000,Provisional-Test-025,high,high,[0.207 0.125 0.293 0.124 0.126 0.124],[0.207 0.125 0.293 0.124 0.126 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277346000000,Provisional-Test-025,high,high,[0.207 0.127 0.293 0.124 0.124 0.124],[0.207 0.127 0.293 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277347000000,Provisional-Test-025,high,high,[0.206 0.127 0.296 0.124 0.124 0.124],[0.206 0.127 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277348000000,Provisional-Test-025,high,high,[0.206 0.123 0.294 0.123 0.130 0.123],[0.206 0.123 0.294 0.123 0.130 0.123],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277349000000,Provisional-Test-025,high,high,[0.209 0.124 0.296 0.124 0.124 0.124],[0.209 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277350000000,Provisional-Test-025,high,high,[0.208 0.124 0.296 0.124 0.124 0.124],[0.208 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277351000000,Provisional-Test-025,high,high,[0.208 0.124 0.296 0.124 0.124 0.124],[0.208 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277352000000,Provisional-Test-025,high,high,[0.208 0.125 0.296 0.124 0.124 0.124],[0.208 0.125 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277353000000,Provisional-Test-025,high,high,[0.207 0.125 0.296 0.124 0.124 0.124],[0.207 0.125 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277354000000,Provisional-Test-025,high,high,[0.206 0.126 0.295 0.123 0.126 0.123],[0.206 0.126 0.295 0.123 0.126 0.123],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277355000000,Provisional-Test-025,high,high,[0.208 0.125 0.296 0.124 0.124 0.124],[0.208 0.125 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277356000000,Provisional-Test-025,high,high,[0.207 0.124 0.296 0.124 0.124 0.124],[0.207 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277357000000,Provisional-Test-025,high,high,[0.207 0.125 0.296 0.124 0.124 0.124],[0.207 0.125 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277358000000,Provisional-Test-025,high,high,[0.207 0.124 0.297 0.124 0.124 0.124],[0.207 0.124 0.297 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277359000000,Provisional-Test-025,high,high,[0.208 0.124 0.296 0.124 0.124 0.124],[0.208 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277360000000,Provisional-Test-025,high,high,[0.209 0.124 0.296 0.124 0.124 0.124],[0.209 0.124 0.296 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277361000000,Provisional-Test-025,high,high,[0.209 0.125 0.293 0.124 0.125 0.124],[0.209 0.125 0.293 0.124 0.125 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277362000000,Provisional-Test-025,high,high,[0.209 0.125 0.293 0.124 0.125 0.124],[0.209 0.125 0.293 0.124 0.125 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277363000000,Provisional-Test-025,high,high,[0.211 0.126 0.288 0.125 0.125 0.125],[0.211 0.126 0.288 0.125 0.125 0.125],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277364000000,Provisional-Test-025,high,high,[0.210 0.125 0.292 0.124 0.124 0.124],[0.210 0.125 0.292 0.124 0.124 0.124],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277365000000,Provisional-Test-025,high,high,[0.225 0.139 0.233 0.134 0.134 0.134],[0.225 0.139 0.233 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277366000000,Provisional-Test-025,low,low,[0.223 0.171 0.211 0.132 0.132 0.132],[0.223 0.171 0.211 0.132 0.132 0.132],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277367000000,Provisional-Test-025,high,high,[0.135 0.192 0.214 0.191 0.134 0.134],[0.135 0.192 0.214 0.191 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277368000000,Provisional-Test-025,high,high,[0.135 0.195 0.214 0.189 0.133 0.133],[0.135 0.195 0.214 0.189 0.133 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277369000000,Provisional-Test-025,high,high,[0.134 0.194 0.213 0.188 0.139 0.133],[0.134 0.194 0.213 0.188 0.139 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277370000000,Provisional-Test-025,high,high,[0.135 0.194 0.215 0.188 0.135 0.132],[0.135 0.194 0.215 0.188 0.135 0.132],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277371000000,Provisional-Test-025,high,high,[0.135 0.195 0.215 0.189 0.133 0.133],[0.135 0.195 0.215 0.189 0.133 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277372000000,Provisional-Test-025,high,high,[0.132 0.183 0.232 0.188 0.132 0.132],[0.132 0.183 0.232 0.188 0.132 0.132],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277373000000,Provisional-Test-025,high,high,[0.135 0.173 0.232 0.191 0.137 0.133],[0.135 0.173 0.232 0.191 0.137 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277374000000,Provisional-Test-025,high,high,[0.144 0.183 0.244 0.141 0.148 0.140],[0.144 0.183 0.244 0.141 0.148 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277375000000,Provisional-Test-025,high,high,[0.144 0.184 0.247 0.142 0.142 0.142],[0.144 0.184 0.247 0.142 0.142 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277376000000,Provisional-Test-025,high,high,[0.144 0.184 0.247 0.142 0.142 0.142],[0.144 0.184 0.247 0.142 0.142 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277377000000,Provisional-Test-025,high,high,[0.144 0.184 0.246 0.142 0.142 0.142],[0.144 0.184 0.246 0.142 0.142 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277378000000,Provisional-Test-025,high,high,[0.146 0.183 0.246 0.141 0.142 0.141],[0.146 0.183 0.246 0.141 0.142 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277379000000,Provisional-Test-025,high,high,[0.148 0.154 0.258 0.146 0.147 0.146],[0.148 0.154 0.258 0.146 0.147 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277380000000,Provisional-Test-025,high,high,[0.149 0.150 0.260 0.147 0.147 0.147],[0.149 0.150 0.260 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277381000000,Provisional-Test-025,high,high,[0.148 0.151 0.257 0.148 0.148 0.148],[0.148 0.151 0.257 0.148 0.148 0.148],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277382000000,Provisional-Test-025,high,high,[0.148 0.151 0.257 0.148 0.148 0.148],[0.148 0.151 0.257 0.148 0.148 0.148],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277383000000,Provisional-Test-025,high,high,[0.147 0.150 0.255 0.147 0.154 0.147],[0.147 0.150 0.255 0.147 0.154 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277384000000,Provisional-Test-025,high,high,[0.148 0.151 0.257 0.148 0.148 0.148],[0.148 0.151 0.257 0.148 0.148 0.148],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277385000000,Provisional-Test-025,high,high,[0.151 0.152 0.255 0.147 0.148 0.147],[0.151 0.152 0.255 0.147 0.148 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277386000000,Provisional-Test-025,high,high,[0.154 0.150 0.255 0.147 0.147 0.147],[0.154 0.150 0.255 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277387000000,Provisional-Test-025,high,high,[0.153 0.151 0.255 0.147 0.147 0.147],[0.153 0.151 0.255 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277388000000,Provisional-Test-025,high,high,[0.149 0.150 0.257 0.148 0.148 0.148],[0.149 0.150 0.257 0.148 0.148 0.148],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277389000000,Provisional-Test-025,high,high,[0.150 0.150 0.257 0.148 0.148 0.148],[0.150 0.150 0.257 0.148 0.148 0.148],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277390000000,Provisional-Test-025,high,high,[0.149 0.150 0.259 0.147 0.147 0.147],[0.149 0.150 0.259 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277391000000,Provisional-Test-025,high,high,[0.149 0.150 0.259 0.147 0.147 0.147],[0.149 0.150 0.259 0.147 0.147 0.147],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277960000000,Provisional-Test-025,medium,medium,[0.176 0.241 0.147 0.144 0.148 0.144],[0.176 0.241 0.147 0.144 0.148 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277961000000,Provisional-Test-025,medium,medium,[0.183 0.240 0.147 0.143 0.144 0.143],[0.183 0.240 0.147 0.143 0.144 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277962000000,Provisional-Test-025,medium,medium,[0.176 0.243 0.148 0.145 0.144 0.144],[0.176 0.243 0.148 0.145 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277963000000,Provisional-Test-025,medium,medium,[0.181 0.240 0.147 0.144 0.144 0.144],[0.181 0.240 0.147 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277964000000,Provisional-Test-025,medium,medium,[0.176 0.242 0.148 0.145 0.145 0.145],[0.176 0.242 0.148 0.145 0.145 0.145],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277965000000,Provisional-Test-025,medium,medium,[0.182 0.239 0.147 0.144 0.144 0.144],[0.182 0.239 0.147 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277966000000,Provisional-Test-025,medium,medium,[0.180 0.237 0.148 0.145 0.145 0.145],[0.180 0.237 0.148 0.145 0.145 0.145],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277967000000,Provisional-Test-025,medium,medium,[0.184 0.237 0.148 0.144 0.144 0.144],[0.184 0.237 0.148 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277968000000,Provisional-Test-025,medium,medium,[0.184 0.236 0.149 0.143 0.144 0.143],[0.184 0.236 0.149 0.143 0.144 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278025000000,Provisional-Test-025,low,low,[0.286 0.157 0.145 0.137 0.138 0.137],[0.286 0.157 0.145 0.137 0.138 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278026000000,Provisional-Test-025,low,low,[0.277 0.159 0.147 0.139 0.139 0.139],[0.277 0.159 0.147 0.139 0.139 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
